duration,retry_count,status,error_type,message
1020.59,1,success,none,task=crm_delta_merge.load target=fact_orders status=OK run_id=job_29025_a3c318 committed partitions=25 at 2026-04-14T00:25:54Z
157.21,1,error,data_quality,N/A
48.28,1,success,none,Prefect DAG zipcode_metrics_refresh completed successfully for table stg_events.clickstream; rows=544950 duration=48.28s job_id=job_25963_15086e ts=2026-04-04T03:08:42Z
58.29,2,success,none,"dbt model fact_orders finished: PASS, freshness within SLA, invocation_id=job_17872_7d76e9"
563.09,2,warning,schem_mismatch,"dbt model mart_revenue_daily finished: PASS, freshness within SLA, invocation_id=job_53231_bc6edc"
514.21,0,success,none,Prefect DAG dbt_marts_run completed successfully for table inventory_snapshot; rows=1253633 duration=514.21s job_id=job_36623_92ad4a ts=2026-04-02T13:59:13Z | attempt=1 hostname=worker-19 memory_mb=8326
597.56,0,success,none,"dbt model raw_orders finished: PASS, freshness within SLA, invocation_id=job_15611_fdaccc | attempt=1 hostname=worker-23 memory_mb=21771"
375.07,4,failed,schema_mismatch,Schema validation failed for raw.customers: expected column customer_id INT but found STRING; job_id=job_87984_409ffc ts=2026-04-08T02:17:51Z
141.57,0,error,timeout,unknown
89.23,0,success,none,"dbt model mart_revenue_daily finished: PASS, freshness within SLA, invocation_id=job_64005_ebaa43"
79.19,0,error,none,task=crm_delta_merge.load target=stg.payments status=OK run_id=job_33111_8aa309 committed partitions=14 at 2026-04-02T01:58:01Z
1290.19,0,error,schema_mismatch,Spark AnalysisException: Cannot resolve column 'event_ts' in input schema for pipeline=customer_dim_build table=stg_events.clickstream
280.02,3,failed,missing_file,Input path not found s3://lake/dbt_marts_run/dt=2026-04-21/part-000.snappy.parquet; job_id=job_30550_bda898
350.61,0,success,none,Glue DAG daily_orders_ingest completed successfully for table raw.orders; rows=411118 duration=350.61s job_id=job_76088_6abcad ts=2026-04-17T14:21:24Z | attempt=1 hostname=worker-22 memory_mb=10500
436.72,0,timeout,permission,403 Forbidden from object store during crm_delta_merge; check IAM policy for table=dim_user
54.2,1,success,data_quality,DQ rule violation in payment_recon: negative amount detected in stg_events.clickstream; bad_rows=8251
230.37,1,success,none,task=customer_dim_build.load target=warehouse.shipments status=OK run_id=job_70014_c59dc6 committed partitions=7 at 2026-04-13T06:30:37Z
13.21,0,success,none,Glue DAG inventory_sync completed successfully for table billing.invoices; rows=2223758 duration=13.21s job_id=job_85851_6c8616 ts=2026-04-21T11:52:49Z
439.46,5,timeout,upstream_dependency,HTTP 503 from upstream service during extract for stg.payments; circuit breaker open; retry=5
5566.12,2,warning,upstream_dependency,Upstream dependency billing_api delayed; skipping dbt_marts_run for analytics.session_rollup; job_id=job_47988_9666f0
797.69,2,timeout,timeout,Spark executor heartbeat timeout while writing inventory_snapshot; stage=49 retry=2; java.net.SocketTimeoutException: Read timed out
486.32,5,success,none,dbt DAG billing_export_load completed successfully for table fact_orders; rows=2203352 duration=486.32s job_id=job_86962_b5cc16 ts=2026-04-05T07:33:54Z
447.82,0,success,none,task=payment_recon.load target=raw.orders status=OK run_id=job_49343_b39041 committed partitions=27 at 2026-04-27T23:10:35Z
509.49,0,success,none,Spark DAG payment_recon completed successfully for table raw.orders; rows=1143742 duration=509.49s job_id=job_70429_680eae ts=2026-04-05T13:00:43Z
2622.02,3,warning,timeout,-
439.62,1,failed,permission,403 Forbidden from object store during fraud_features_etl; check IAM policy for table=dim_user
588.95,0,success,none,"dbt model raw_customers finished: PASS, freshness within SLA, invocation_id=job_73472_4834e1"
1226.11,0,success,none,"dbt model billing_invoices finished: PASS, freshness within SLA, invocation_id=job_76179_512671"
14.78,0,success,upstream_dependency,External dependency not ready: watermark behind by 135 minutes for pipeline=fraud_features_etl
57.03,3,warning,none,Glue DAG customer_dim_build completed successfully for table analytics.session_rollup; rows=1656039 duration=57.03s job_id=job_67417_d8db57 ts=2026-04-22T03:05:41Z
249.14,0,success,none,task=billing_export_load.load target=crm.leads status=OK run_id=job_77032_ee439b committed partitions=32 at 2026-04-25T16:33:09Z
287.62,0,success,none,task=crm_delta_merge.load target=inventory_snapshot status=OK run_id=job_44296_8fe872 committed partitions=28 at 2026-04-26T19:40:48Z
289.84,1,success,none,task=fraud_features_etl.load target=stg.payments status=OK run_id=job_61299_21e10d committed partitions=19 at 2026-04-19T13:45:18Z
5156.34,2,success,timeout,SLA miss: upstream batch still running after 5156.34s for inventory_sync; marked timeout job_id=job_12583_0c3fe3 | attempt=3 hostname=worker-16 memory_mb=3790
582.12,0,success,none,Dagster DAG customer_dim_build completed successfully for table analytics.session_rollup; rows=1686304 duration=582.12s job_id=job_38059_95ea36 ts=2026-04-02T10:49:30Z
188.2,2,error,dbt_error,dbt run failed on model analytics_session_rollup: Compilation Error near line 18; invocation_id=job_12438_093501
515.28,1,warning,none,Spark DAG payment_recon completed successfully for table mart.revenue_daily; rows=116279 duration=515.28s job_id=job_88804_868017 ts=2026-04-08T04:08:04Z
13.03,0,success,none,"dbt model crm_leads finished: PASS, freshness within SLA, invocation_id=job_63347_984075"
99.4,0,success,none,Glue DAG crm_delta_merge completed successfully for table mart.revenue_daily; rows=473874 duration=99.4s job_id=job_43332_e3b90b ts=2026-04-02T17:51:12Z
162.99,0,success,none,task=inventory_sync.load target=analytics.session_rollup status=OK run_id=job_25997_910170 committed partitions=17 at 2026-04-08T16:06:26Z
3416.5,5,warning,timeout,Prefect task payment_recon exceeded execution_timeout after 3416.5s; last heartbeat lost; job_id=job_44205_27e6c7 table=raw.customers ts=2026-04-12T15:19:24Z
510.47,1,success,none,"dbt model dim_user finished: PASS, freshness within SLA, invocation_id=job_27499_4d68e1"
4582.57,0,error,timeout,Dagster task payment_recon exceeded execution_timeout after 4582.57s; last heartbeat lost; job_id=job_25381_0f2f41 table=dim_user ts=2026-04-17T15:50:37Z
686.32,6,degraded,schema_mismatch,Schema validation failed for stg_events.clickstream: expected column customer_id INT but found STRING; job_id=job_42547_69c486 ts=2026-04-22T23:33:54Z
2728.7,3,error,upstream_dependency,HTTP 503 from upstream service during extract for raw.orders; circuit breaker open; retry=3
269.95,4,failed,timeout,Spark executor heartbeat timeout while writing crm.leads; stage=74 retry=4; java.net.SocketTimeoutException: Read timed out
301.77,0,warning,none,Airflow DAG payment_recon completed successfully for table warehouse.shipments; rows=705960 duration=301.77s job_id=job_55823_f8dd4d ts=2026-04-28T10:20:39Z
558.55,0,success,none,task=payment_recon.load target=dim_user status=OK run_id=job_20625_bbf3e6 committed partitions=39 at 2026-04-23T17:28:15Z
167.27,4,success,timeout,Spark executor heartbeat timeout while writing stg.payments; stage=42 retry=4; java.net.SocketTimeoutException: Read timed out
5.78,0,success,none,Glue DAG payment_recon completed successfully for table stg_events.clickstream; rows=1834482 duration=5.78s job_id=job_79111_485b52 ts=2026-04-17T03:03:26Z
222.94,1,success,none,Airflow DAG daily_orders_ingest completed successfully for table billing.invoices; rows=189908 duration=222.94s job_id=job_96714_0e5ea9 ts=2026-04-26T06:38:02Z | attempt=2 hostname=worker-20 memory_mb=9009
3497.41,2,success,permision,Dagster DAG dbt_marts_run completed successfully for table inventory_snapshot; rows=367648 duration=3497.41s job_id=job_90837_d229f7 ts=2026-04-22T14:22:53Z
3.33,0,success,none,task=crm_delta_merge.load target=warehouse.shipments status=OK run_id=job_71799_620554 committed partitions=37 at 2026-04-15T21:18:26Z
1.27,2,degraded,none,"dbt model billing_invoices finished: PASS, freshness within SLA, invocation_id=job_94974_511e36"
377.08,0,warning,data_quality,"row_count anomaly for raw.customers: expected 100k-130k, observed 13791; quarantined batch"
389.66,0,warning,none,Spark DAG crm_delta_merge completed successfully for table stg_events.clickstream; rows=2336401 duration=389.66s job_id=job_54606_6dc343 ts=2026-04-25T01:41:57Z
384.15,4,failed,timeout,SLA miss: upstream batch still running after 384.15s for inventory_sync; marked timeout job_id=job_28058_271e53
302.31,4,error,dbt_error,dbt run failed on model analytics_session_rollup: Compilation Error near line 103; invocation_id=job_68009_d03779
3220.64,3,warning,none,Airflow DAG inventory_sync completed successfully for table dim_user; rows=1871532 duration=3220.64s job_id=job_46671_19487e ts=2026-04-20T05:20:49Z
221.74,1,warning,none,Airflow DAG payment_recon completed successfully for table analytics.session_rollup; rows=1274905 duration=221.74s job_id=job_13655_95b96b ts=2026-04-18T21:34:20Z
563.46,1,success,none,task=clickstream_spark_job.load target=crm.leads status=OK run_id=job_49216_906c9d committed partitions=34 at 2026-04-26T20:51:13Z | attempt=2 hostname=worker-2 memory_mb=14434
245.95,0,success,none,"dbt model inventory_snapshot finished: PASS, freshness within SLA, invocation_id=job_74165_8fb6df"
232.31,6,success,none,task=dbt_marts_run.load target=mart.revenue_daily status=OK run_id=job_13667_d81059 committed partitions=19 at 2026-04-05T21:28:03Z
303.51,1,success,data_quality,"row_count anomaly for inventory_snapshot: expected 100k-130k, observed 21165; quarantined batch"
45.93,1,success,none,task=crm_delta_merge.load target=stg_events.clickstream status=OK run_id=job_12446_08c361 committed partitions=14 at 2026-04-18T06:32:39Z
99.26,0,success,none,Spark DAG payment_recon completed successfully for table raw.customers; rows=761169 duration=99.26s job_id=job_63382_64d57b ts=2026-04-02T22:22:20Z
338.58,0,success,none,task=billing_export_load.load target=raw.orders status=OK run_id=job_40636_a02af9 committed partitions=44 at 2026-04-01T09:47:59Z
5834.63,2,success,schema_mismatch,Spark AnalysisException: Cannot resolve column 'event_ts' in input schema for pipeline=daily_orders_ingest table=stg.payments
193.75,3,timeout,missing_file,Airflow sensor dbt_marts_run.wait_for_file failed: gs://bucket/raw/inventory_snapshot/2026-04-11.csv missing
12.65,1,success,none,Spark DAG customer_dim_build completed successfully for table analytics.session_rollup; rows=35443 duration=12.65s job_id=job_59332_5285b8 ts=2026-04-12T14:04:52Z
242.15,2,success,none,task=inventory_sync.load target=mart.revenue_daily status=OK run_id=job_77155_649a9d committed partitions=17 at 2026-04-10T09:58:40Z
2443.37,3,success,data_quality,"Great Expectations checkpoint failed for inventory_snapshot: null_rate=0.14, duplicate_keys=17003 job_id=job_94012_9c5d5f"
11.32,5,success,none,task=customer_dim_build.load target=fact_orders status=OK run_id=job_35805_a65cbe committed partitions=2 at 2026-04-10T02:17:17Z
7.25,0,success,none,task=daily_orders_ingest.load target=raw.orders status=OK run_id=job_51062_5c8187 committed partitions=29 at 2026-04-23T02:22:03Z | attempt=1 hostname=worker-14 memory_mb=8150
74.25,1,success,none,"dbt model analytics_session_rollup finished: PASS, freshness within SLA, invocation_id=job_77792_56a94a"
2993.22,2,failed,timeout,SLA miss: upstream batch still running after 2993.22s for payment_recon; marked timeout job_id=job_71541_4e6d19
353.37,4,success,none,Glue DAG dbt_marts_run completed successfully for table crm.leads; rows=15586 duration=353.37s job_id=job_53072_d53e6c ts=2026-04-15T01:32:10Z
6628.24,1,error,timeout,dbt task clickstream_spark_job exceeded execution_timeout after 6628.24s; last heartbeat lost; job_id=job_47237_81247e table=raw.orders ts=2026-04-09T06:20:43Z
3235.16,0,timeout,dbt_error,dbt run failed on model stg_payments: Compilation Error near line 140; invocation_id=job_35124_53e111 | attempt=1 hostname=worker-9 memory_mb=4655
794.62,2,warning,upstream_dependency,Upstream dependency vendor_sftp delayed; skipping fraud_features_etl for analytics.session_rollup; job_id=job_75350_882a91
7.22,0,success,data_quality,"Great Expectations checkpoint failed for crm.leads: null_rate=0.25, duplicate_keys=829 job_id=job_77143_f1d5da"
334.43,0,success,none,"dbt model analytics_session_rollup finished: PASS, freshness within SLA, invocation_id=job_49677_24f921 | attempt=1 hostname=worker-21 memory_mb=17310"
372.85,2,warning,upstream_dependency,External dependency not ready: watermark behind by 275 minutes for pipeline=crm_delta_merge
28.6,2,success,none,task=payment_recon.load target=stg.payments status=OK run_id=job_84473_07ed72 committed partitions=25 at 2026-04-20T22:07:50Z | attempt=3 hostname=worker-4 memory_mb=22626
1110.87,0,success,none,Airflow DAG fraud_features_etl completed successfully for table analytics.session_rollup; rows=1723356 duration=1110.87s job_id=job_69593_8084bc ts=2026-04-17T00:24:07Z
283.49,0,success,none,"dbt model stg_payments finished: PASS, freshness within SLA, invocation_id=job_62328_1a777d"
423.64,0,success,none,task=daily_orders_ingest.load target=warehouse.shipments status=OK run_id=job_30700_1b0aaf committed partitions=45 at 2026-04-21T19:34:42Z
3265.69,0,failed,timeout,Spark task daily_orders_ingest exceeded execution_timeout after 3265.69s; last heartbeat lost; job_id=job_25031_eb8bcf table=raw.orders ts=2026-04-05T11:54:35Z
2995.47,0,timedout,timeout,dbt task fraud_features_etl exceeded execution_timeout after 2995.47s; last heartbeat lost; job_id=job_67941_fda288 table=raw.orders ts=2026-04-27T23:06:43Z
171.2,4,failed,timeout,Spark executor heartbeat timeout while writing analytics.session_rollup; stage=83 retry=4; java.net.SocketTimeoutException: Read timed out
230.85,0,success,none,Spark DAG billing_export_load completed successfully for table stg_events.clickstream; rows=2387499 duration=230.85s job_id=job_88494_826b88 ts=2026-04-04T19:31:18Z
1018.69,1,success,none,task=dbt_marts_run.load target=raw.customers status=OK run_id=job_66164_b31885 committed partitions=32 at 2026-04-20T02:53:25Z
443.73,0,success,none,"dbt model stg_events_clickstream finished: PASS, freshness within SLA, invocation_id=job_97163_01f20f"
264.35,0,success,none,task=clickstream_spark_job.load target=stg.payments status=OK run_id=job_65576_ae4552 committed partitions=41 at 2026-04-08T11:02:08Z
190.64,0,success,schem_mismatch,task=payment_recon.load target=billing.invoices status=OK run_id=job_59866_744d0c committed partitions=5 at 2026-04-15T10:18:42Z
6686.5,0,success,timeout,SLA miss: upstream batch still running after 6686.5s for payment_recon; marked timeout job_id=job_67186_86ec69
269.11,0,error,data_quality,DQ rule violation in fraud_features_etl: negative amount detected in raw.orders; bad_rows=1234
1407.06,0,warning,data_quality,N/A
93.58,0,success,none,Glue DAG customer_dim_build completed successfully for table billing.invoices; rows=766502 duration=93.58s job_id=job_84329_c58317 ts=2026-04-06T07:18:57Z
9.15,5,success,none,"dbt model raw_customers finished: PASS, freshness within SLA, invocation_id=job_10951_b88925 | attempt=6 hostname=worker-12 memory_mb=11333"
2.72,2,warning,none,task=clickstream_spark_job.load target=warehouse.shipments status=OK run_id=job_69233_dc83a8 committed partitions=1 at 2026-04-22T17:18:05Z
544.54,1,success,none,dbt DAG zipcode_metrics_refresh completed successfully for table mart.revenue_daily; rows=2088529 duration=544.54s job_id=job_28764_1289bb ts=2026-04-19T18:22:23Z
239.34,0,success,none,"dbt model warehouse_shipments finished: PASS, freshness within SLA, invocation_id=job_72429_80ba28"
11.37,3,success,none,"dbt model warehouse_shipments finished: PASS, freshness within SLA, invocation_id=job_58200_e55060"
2099.5,1,error,missing_file,FileNotFoundError: landing file for crm.leads was not present by cutoff; sensor waited 12m
3170.34,3,degraded,none,Airflow DAG payment_recon completed successfully for table mart.revenue_daily; rows=1641574 duration=3170.34s job_id=job_81819_f196ff ts=2026-04-14T17:14:12Z
142.61,1,success,none,task=daily_orders_ingest.load target=warehouse.shipments status=OK run_id=job_85455_781288 committed partitions=44 at 2026-04-26T05:22:26Z
3416.35,5,warning,timeout,Prefect task payment_recon exceeded execution_timeout after 3416.5s; last heartbeat lost; job_id=job_44205_27e6c7 table=raw.customers ts=2026-04-12T15:19:24Z
329.44,0,success,none,Glue DAG daily_orders_ingest completed successfully for table warehouse.shipments; rows=2176509 duration=329.44s job_id=job_82883_0abbdf ts=2026-04-26T19:17:59Z | attempt=1 hostname=worker-19 memory_mb=7269
580.27,0,success,none,dbt DAG daily_orders_ingest completed successfully for table analytics.session_rollup; rows=1866210 duration=580.27s job_id=job_49400_5e3a20 ts=2026-04-17T10:40:56Z
120.67,2,degraded,schema_mismatch,Schema validation failed for raw.customers: expected column customer_id INT but found STRING; job_id=job_44167_883259 ts=2026-04-06T14:33:56Z
1820.34,1,failed,none,"dbt model raw_customers finished: PASS, freshness within SLA, invocation_id=job_45815_6ec756"
120.69,2,success,none,"dbt model analytics_session_rollup finished: PASS, freshness within SLA, invocation_id=job_87937_96ce29"
567.92,4,error,none,task=dbt_marts_run.load target=stg_events.clickstream status=OK run_id=job_21395_1eb216 committed partitions=5 at 2026-04-14T11:23:11Z
23.13,0,success,none,"dbt model warehouse_shipments finished: PASS, freshness within SLA, invocation_id=job_65702_b3661d"
3152.33,4,failed,permission,permission denied for schema analytics while executing INSERT into mart.revenue_daily; user=svc_etl
96.61,2,warning,none,Airflow DAG billing_export_load completed successfully for table stg.payments; rows=1974333 duration=96.61s job_id=job_73886_821323 ts=2026-04-25T23:54:26Z
459.16,5,warning,none,Glue DAG clickstream_spark_job completed successfully for table stg.payments; rows=2078641 duration=459.16s job_id=job_97194_fd1d61 ts=2026-04-04T15:19:53Z
269.08,0,success,none,"dbt model inventory_snapshot finished: PASS, freshness within SLA, invocation_id=job_42472_72d51e"
1957.66,4,error,timeout,Dagster task billing_export_load exceeded execution_timeout after 1957.66s; last heartbeat lost; job_id=job_50166_2c869f table=fact_orders ts=2026-04-08T08:04:28Z
173.4,0,failed,timeout,SLA miss: upstream batch still running after 173.4s for inventory_sync; marked timeout job_id=job_49892_42f559
126.4,1,success,none,"dbt model raw_customers finished: PASS, freshness within SLA, invocation_id=job_91134_495551"
422.57,0,success,none,Airflow DAG zipcode_metrics_refresh completed successfully for table raw.orders; rows=2153803 duration=422.57s job_id=job_34928_41a862 ts=2026-04-13T18:01:24Z | attempt=1 hostname=worker-19 memory_mb=7649
518.86,1,degraded,none,task=fraud_features_etl.load target=mart.revenue_daily status=OK run_id=job_32427_479664 committed partitions=18 at 2026-04-18T08:40:23Z
1484.69,6,degraded,none,Spark DAG daily_orders_ingest completed successfully for table analytics.session_rollup; rows=65672 duration=1484.69s job_id=job_38741_7e8488 ts=2026-04-09T06:26:05Z
69.81,0,success,none,"dbt model stg_payments finished: PASS, freshness within SLA, invocation_id=job_84666_d824e7"
12.57,3,warning,permission,permission denied for schema analytics while executing INSERT into analytics.session_rollup; user=svc_etl
2593.64,2,timeout,timeout,Airflow task payment_recon exceeded execution_timeout after 2593.64s; last heartbeat lost; job_id=job_39401_59323f table=fact_orders ts=2026-04-14T14:01:52Z
379.79,3,degraded,upstream_dependency,Upstream dependency billing_api delayed; skipping dbt_marts_run for stg.payments; job_id=job_47618_ada8f0
262.94,1,success,none,"dbt model fact_orders finished: PASS, freshness within SLA, invocation_id=job_53707_6e3842"
292.25,0,success,none,"dbt model raw_customers finished: PASS, freshness within SLA, invocation_id=job_57298_f2a7b7 | attempt=1 hostname=worker-14 memory_mb=12691"
1575.37,0,timeout,timeout,Glue task zipcode_metrics_refresh exceeded execution_timeout after 1575.37s; last heartbeat lost; job_id=job_29623_184544 table=raw.orders ts=2026-04-16T05:06:04Z
2105.62,3,timeout,dbt_error,dbt test failed: accepted_values on fact_orders.status returned 244 failures
9.44,2,success,none,task=clickstream_spark_job.load target=raw.orders status=OK run_id=job_31333_f24f1b committed partitions=13 at 2026-04-03T07:42:55Z | attempt=3 hostname=worker-11 memory_mb=3566
439.53,5,success,none,Spark DAG customer_dim_build completed successfully for table warehouse.shipments; rows=630008 duration=439.53s job_id=job_63383_b3db00 ts=2026-04-17T03:40:38Z
595.75,2,timeout,schema_mismatch,"dbt contract error in model billing_invoices: missing column updated_at, extra column legacy_code"
178.87,0,success,none,task=customer_dim_build.load target=raw.customers status=OK run_id=job_70390_10cb7b committed partitions=42 at 2026-04-16T09:19:17Z
676.82,5,success,none,Prefect DAG clickstream_spark_job completed successfully for table raw.orders; rows=663643 duration=676.82s job_id=job_83505_67e631 ts=2026-04-28T03:50:01Z
382.4,0,error,upstream_dependency,Upstream dependency vendor_sftp delayed; skipping crm_delta_merge for warehouse.shipments; job_id=job_46487_b80b99
189.53,1,success,none,task=fraud_features_etl.load target=fact_orders status=OK run_id=job_97771_4cc4d6 committed partitions=22 at 2026-04-06T01:57:24Z
99.6,1,success,none,Airflow DAG inventory_sync completed successfully for table warehouse.shipments; rows=476581 duration=99.6s job_id=job_29727_277364 ts=2026-04-05T18:11:03Z
423.8,5,warning,data_quality,DQ rule violation in inventory_sync: negative amount detected in dim_user; bad_rows=6978
425.72,3,success,none,task=customer_dim_build.load target=raw.customers status=OK run_id=job_21749_bfdaed committed partitions=7 at 2026-04-20T14:58:27Z | attempt=4 hostname=worker-16 memory_mb=4589
564.68,2,success,none,"dbt model billing_invoices finished: PASS, freshness within SLA, invocation_id=job_96334_178eda"
587.55,0,degraded,data_quality,"row_count anomaly for dim_user: expected 100k-130k, observed 6676; quarantined batch"
3550.24,2,timeout,data_quality,DQ rule violation in payment_recon: negative amount detected in dim_user; bad_rows=1360
230.23,0,failed,timeout,Spark executor heartbeat timeout while writing raw.orders; stage=84 retry=0; java.net.SocketTimeoutException: Read timed out
32.29,0,success,none,"dbt model billing_invoices finished: PASS, freshness within SLA, invocation_id=job_57826_d1570b"
3485.61,0,degraded,upstream_dependency,Upstream dependency crm_api delayed; skipping dbt_marts_run for crm.leads; job_id=job_36978_e1a824
269.07,0,success,upstream_dependency,External dependency not ready: watermark behind by 139 minutes for pipeline=billing_export_load | attempt=1 hostname=worker-10 memory_mb=20231
1955.7,4,error,timeout,Dagster task billing_export_load exceeded execution_timeout after 1957.66s; last heartbeat lost; job_id=job_50166_2c869f table=fact_orders ts=2026-04-08T08:04:28Z
606.56,0,degraded,timeout,SLA miss: upstream batch still running after 606.56s for daily_orders_ingest; marked timeout job_id=job_71589_afba2c
6701.0,3,sucess,missing_file,FileNotFoundError: landing file for stg_events.clickstream was not present by cutoff; sensor waited 8m
631.89,1,error,timeout,Dagster task customer_dim_build exceeded execution_timeout after 631.89s; last heartbeat lost; job_id=job_79152_c6e9e4 table=inventory_snapshot ts=2026-04-16T17:50:38Z
4517.93,2,failed,timeout,Prefect task dbt_marts_run exceeded execution_timeout after 4517.93s; last heartbeat lost; job_id=job_69509_1ed597 table=dim_user ts=2026-04-28T18:22:07Z
7.45,0,success,none,task=fraud_features_etl.load target=inventory_snapshot status=OK run_id=job_56131_b632cf committed partitions=10 at 2026-04-18T03:03:38Z
413.48,1,success,none,Airflow DAG clickstream_spark_job completed successfully for table raw.customers; rows=2232002 duration=413.48s job_id=job_16964_553be5 ts=2026-04-19T09:41:28Z
2030.27,1,warning,unknown,task=clickstream_spark_job.load target=warehouse.shipments status=OK run_id=job_51302_b20ff4 committed partitions=10 at 2026-04-06T06:49:15Z
2103.65,0,success,none,"dbt model stg_payments finished: PASS, freshness within SLA, invocation_id=job_23106_3974f2"
2141.28,1,success,none,task=inventory_sync.load target=stg.payments status=OK run_id=job_14050_f0bf0e committed partitions=13 at 2026-04-24T15:40:55Z
3630.43,6,success,timeout,Spark executor heartbeat timeout while writing dim_user; stage=40 retry=6; java.net.SocketTimeoutException: Read timed out | attempt=7 hostname=worker-10 memory_mb=19945
533.3,3,failed,permission,permission denied for schema analytics while executing INSERT into billing.invoices; user=svc_etl
278.97,0,degraded,missing_file,FileNotFoundError: landing file for mart.revenue_daily was not present by cutoff; sensor waited 38m
2340.97,1,success,data_quality,"row_count anomaly for crm.leads: expected 100k-130k, observed 8853; quarantined batch"
99.33,1,success,none,dbt DAG payment_recon completed successfully for table inventory_snapshot; rows=27136 duration=99.33s job_id=job_98562_2ce408 ts=2026-04-05T10:57:18Z
507.41,0,success,none,task=crm_delta_merge.load target=crm.leads status=OK run_id=job_90892_195ffe committed partitions=48 at 2026-04-05T23:09:47Z
116.07,1,warning,missing_file,Input path not found s3://lake/dbt_marts_run/dt=2026-04-22/part-000.snappy.parquet; job_id=job_94555_abd2d8
2575.33,5,timeout,data_quality,"Great Expectations checkpoint failed for raw.customers: null_rate=0.15, duplicate_keys=10639 job_id=job_71833_5006f2 | attempt=6 hostname=worker-24 memory_mb=5727"
3351.8,3,error,data_quality,DQ rule violation in payment_recon: negative amount detected in raw.customers; bad_rows=9938
268.93,0,success,none,task=customer_dim_build.load target=stg_events.clickstream status=OK run_id=job_13177_658b2b committed partitions=1 at 2026-04-22T03:30:09Z
2307.46,0,warning,data_quality,"row_count anomaly for billing.invoices: expected 100k-130k, observed 28588; quarantined batch"
32.54,0,success,none,"dbt model mart_revenue_daily finished: PASS, freshness within SLA, invocation_id=job_17784_5f59ee"
1894.55,1,success,permission,403 Forbidden from object store during daily_orders_ingest; check IAM policy for table=stg_events.clickstream
4.25,2,error,data_quality,"Great Expectations checkpoint failed for stg_events.clickstream: null_rate=0.15, duplicate_keys=5937 job_id=job_80283_fac0b3"
223.82,3,success,none,Prefect DAG crm_delta_merge completed successfully for table stg_events.clickstream; rows=1024353 duration=223.82s job_id=job_49677_878dfc ts=2026-04-25T20:04:33Z
1025.88,6,failed,upstream_dependency,HTTP 503 from upstream service during extract for warehouse.shipments; circuit breaker open; retry=6 | attempt=7 hostname=worker-7 memory_mb=12941
9.52,4,failed,missing_file,FileNotFoundError: landing file for mart.revenue_daily was not present by cutoff; sensor waited 11m
6376.82,1,degraded,none,Airflow DAG billing_export_load completed successfully for table crm.leads; rows=51834 duration=6376.82s job_id=job_90681_78cc23 ts=2026-04-09T09:07:15Z
198.71,0,success,none,"dbt model stg_payments finished: PASS, freshness within SLA, invocation_id=job_44018_722453"
445.08,2,failed,data_quality,DQ rule violation in customer_dim_build: negative amount detected in dim_user; bad_rows=4639
77.15,0,success,upstream_dependency,External dependency not ready: watermark behind by 295 minutes for pipeline=fraud_features_etl
351.52,3,success,none,task=clickstream_spark_job.load target=dim_user status=OK run_id=job_40263_935add committed partitions=47 at 2026-04-24T04:12:07Z
4616.32,3,degraded,timeout,Spark executor heartbeat timeout while writing dim_user; stage=61 retry=3; java.net.SocketTimeoutException: Read timed out | attempt=4 hostname=worker-6 memory_mb=2904
441.59,0,degraded,dbt_error,dbt test failed: accepted_values on dim_user.status returned 73 failures | attempt=1 hostname=worker-1 memory_mb=19961
467.21,0,success,none,"dbt model inventory_snapshot finished: PASS, freshness within SLA, invocation_id=job_83941_8e1491"
1066.97,1,success,none,Prefect DAG clickstream_spark_job completed successfully for table raw.customers; rows=708298 duration=1066.97s job_id=job_46520_cd995d ts=2026-04-07T20:06:13Z
552.72,0,success,none,Spark DAG crm_delta_merge completed successfully for table fact_orders; rows=331711 duration=552.72s job_id=job_21385_185cde ts=2026-04-09T04:14:24Z
423.96,0,success,none,Airflow DAG zipcode_metrics_refresh completed successfully for table raw.orders; rows=2153803 duration=422.57s job_id=job_34928_41a862 ts=2026-04-13T18:01:24Z | attempt=1 hostname=worker-19 memory_mb=7649
325.32,4,success,none,Spark DAG clickstream_spark_job completed successfully for table mart.revenue_daily; rows=1497982 duration=325.32s job_id=job_97552_4cdc05 ts=2026-04-26T22:56:18Z
301.17,0,success,none,task=daily_orders_ingest.load target=stg_events.clickstream status=OK run_id=job_45117_e551c9 committed partitions=17 at 2026-04-28T14:53:29Z
582.54,2,failed,missing_file,FileNotFoundError: landing file for stg.payments was not present by cutoff; sensor waited 9m
14.16,0,success,none,"dbt model fact_orders finished: PASS, freshness within SLA, invocation_id=job_30571_77f8db"
243.81,2,success,none,task=inventory_sync.load target=mart.revenue_daily status=OK run_id=job_77155_649a9d committed partitions=17 at 2026-04-10T09:58:40Z
78.36,0,success,none,task=billing_export_load.load target=raw.orders status=OK run_id=job_68600_7b5d0a committed partitions=10 at 2026-04-19T03:58:00Z
212.65,0,success,none,task=zipcode_metrics_refresh.load target=dim_user status=OK run_id=job_63285_59d4a9 committed partitions=35 at 2026-04-09T07:37:03Z
670.31,0,success,none,task=fraud_features_etl.load target=stg.payments status=OK run_id=job_28332_70280d committed partitions=8 at 2026-04-18T15:13:27Z
6937.49,3,warning,data_quality,"Great Expectations checkpoint failed for stg.payments: null_rate=0.20, duplicate_keys=3095 job_id=job_72111_502995 | attempt=4 hostname=worker-21 memory_mb=18834"
